Fri, 23 Jul 2010 01:11:29 +0000
139, 0.808501723823, 1
140, 0.460980070858, 1
141, 0.441323453105, 1
142, 0.786014090105, 1
143, 0.942540413598, 1
144, 0.757767694108, 1
145, 0.247970628455, 1
146, 0.13313548737, 1
147, 0.561273038557, 1
148, 0.846128497149, 1
149, 0.963955483871, 1
150, 0.996074144811, 1
151, 0.999833190982, 1
152, 0.999997362273, 1
153, 0.999999984623, 1
154, 0.999999999967, 1
155, 1.0, 1
156, 1.0, 1
157, 1.0, 1
158, 1.0, 1
159, 1.0, 1
160, 1.0, 1
161, 1.0, 1
162, 1.0, 1
163, 1.0, 1
164, 1.0, 1
165, 1.0, 1
166, 1.0, 1
167, 1.0, 1
168, 1.0, 1
169, 1.0, 1
170, 1.0, 1
171, 1.0, 1
172, 1.0, 1
173, 1.0, 1
174, 1.0, 1
175, 1.0, 1
176, 1.0, 1
177, 1.0, 1
178, 1.0, 1
179, 1.0, 1
180, 1.0, 1
181, 1.0, 1
182, 1.0, 1
183, 1.0, 1
184, 1.0, 1
185, 1.0, 1
186, 1.0, 1
187, 1.0, 1
188, 1.0, 1
189, 1.0, 1
190, 1.0, 1
191, 1.0, 1
192, 1.0, 1
193, 1.0, 1
194, 1.0, 1
195, 1.0, 1
196, 1.0, 1
197, 1.0, 1
198, 1.0, 1
199, 1.0, 1
200, 1.0, 1
201, 1.0, 1
202, 1.0, 1
203, 1.0, 1
204, 1.0, 1
205, 1.0, 1
206, 0.999999999908, 1
207, 0.999999960044, 1
208, 0.999993644499, 1
209, 0.999628099936, 1
210, 0.991994128913, 1
211, 0.936597119227, 1
212, 0.815120879331, 1
213, 0.795880017157, 1
214, 0.826066707766, 1
215, 0.476079647016, 1
216, 0.0490650765855, 1
217, 0.332836637748, 1
218, 0.538667567985, 1
219, 0.335515910868, 1
220, 0.554279266358, 1
221, 0.882456870998, 1
222, 0.91339365089, 1
223, 0.718122170891, 1
224, 0.622426019897, 1
225, 0.813783193689, 1
226, 0.966213426974, 1
227, 0.997744852428, 1
228, 0.99994462531, 1
229, 0.999999499789, 1
230, 0.999999998338, 1
231, 0.999999999998, 1
232, 1.0, 1
233, 1.0, 1
234, 1.0, 1
235, 1.0, 1
236, 1.0, 1
237, 1.0, 1
238, 1.0, 1
239, 1.0, 1
240, 0.999999999994, 1
241, 0.99999999606, 1
242, 0.999999012863, 1
243, 0.999909015671, 1
244, 0.996914955169, 1
245, 0.961517594295, 1
246, 0.823404602254, 1
247, 0.70162707193, 1
248, 0.807626579065, 1
249, 0.883037346276, 1
250, 0.745508187875, 1
251, 0.700667462634, 1
252, 0.869177492394, 1
253, 0.978961189088, 1
254, 0.998755288138, 1
0, 0.999999930667, 2
1, 0.999990882054, 2
2, 0.999558875205, 2
3, 0.992148882951, 2
4, 0.948594811933, 2
5, 0.876180806556, 2
6, 0.890282852719, 2
7, 0.964234313814, 2
8, 0.995710920123, 2
9, 0.999810779919, 2
10, 0.999996929028, 2
11, 0.999999981665, 2
12, 0.99999999996, 2
13, 1.0, 2
14, 1.0, 2
15, 1.0, 2
16, 1.0, 2
17, 1.0, 2
18, 1.0, 2
19, 1.0, 2
20, 1.0, 2
21, 1.0, 2
22, 1.0, 2
23, 1.0, 2
24, 1.0, 2
25, 1.0, 2
26, 1.0, 2
27, 1.0, 2
28, 1.0, 2
29, 1.0, 2
30, 1.0, 2
31, 1.0, 2
32, 1.0, 2
33, 1.0, 2
34, 1.0, 2
35, 1.0, 2
36, 1.0, 2
37, 1.0, 2
38, 1.0, 2
39, 1.0, 2
40, 1.0, 2
41, 1.0, 2
42, 1.0, 2
43, 1.0, 2
44, 1.0, 2
45, 1.0, 2
46, 1.0, 2
47, 1.0, 2
48, 1.0, 2
49, 1.0, 2
50, 1.0, 2
51, 1.0, 2
52, 1.0, 2
53, 1.0, 2
54, 1.0, 2
55, 1.0, 2
56, 1.0, 2
57, 1.0, 2
58, 1.0, 2
59, 1.0, 2
60, 1.0, 2
61, 1.0, 2
62, 1.0, 2
63, 1.0, 2
64, 1.0, 2
65, 1.0, 2
66, 1.0, 2
67, 1.0, 2
68, 1.0, 2
69, 0.999999999999, 2
70, 0.999999999308, 2
71, 0.999999749788, 2
72, 0.999966710488, 2
73, 0.998370657473, 2
74, 0.97066251577, 2
75, 0.805670441727, 2
76, 0.526455958984, 2
77, 0.575490507075, 2
78, 0.860002604865, 2
79, 0.98301529447, 2
80, 0.999241943447, 2
81, 0.999987553401, 2
82, 0.999999924819, 2
83, 0.999999999833, 2
84, 1.0, 2
85, 1.0, 2
86, 1.0, 2
87, 1.0, 2
88, 1.0, 2
89, 1.0, 2
90, 1.0, 2
91, 1.0, 2
92, 1.0, 2
93, 1.0, 2
94, 1.0, 2
95, 1.0, 2
96, 1.0, 2
97, 1.0, 2
98, 1.0, 2
99, 1.0, 2
100, 1.0, 2
101, 1.0, 2
102, 1.0, 2
103, 1.0, 2
104, 1.0, 2
105, 1.0, 2
106, 1.0, 2
107, 1.0, 2
108, 1.0, 2
109, 1.0, 2
110, 1.0, 2
111, 1.0, 2
112, 1.0, 2
113, 1.0, 2
114, 1.0, 2
115, 1.0, 2
116, 1.0, 2
117, 1.0, 2
118, 1.0, 2
119, 1.0, 2
120, 1.0, 2
121, 1.0, 2
122, 1.0, 2
123, 1.0, 2
124, 1.0, 2
125, 0.999999999991, 2
126, 0.999999993581, 2
127, 0.999998249656, 2
128, 0.999824427089, 2
129, 0.993521163436, 2
130, 0.912048741627, 2
131, 0.560769379716, 2
132, 0.19304618733, 2
133, 0.454606113884, 2
134, 0.864394479325, 2
135, 0.987596335976, 2
136, 0.999582623363, 2
137, 0.999994833317, 2
138, 0.999999976471, 2
139, 0.999999999961, 2
140, 1.0, 2
141, 1.0, 2
142, 1.0, 2
143, 1.0, 2
144, 1.0, 2
145, 1.0, 2
146, 1.0, 2
147, 1.0, 2
148, 1.0, 2
149, 0.999999999996, 2
150, 0.999999997304, 2
151, 0.999999277997, 2
152, 0.999928856817, 2
153, 0.997421109409, 2
154, 0.965609534163, 2
155, 0.831286934054, 2
156, 0.695515706487, 2
157, 0.797844021174, 2
158, 0.950624238836, 2
159, 0.995563438203, 2
160, 0.999853349082, 2
161, 0.999998216683, 2
162, 0.999999992022, 2
163, 0.999999999987, 2
164, 1.0, 2
165, 1.0, 2
166, 1.0, 2
167, 1.0, 2
168, 1.0, 2
169, 1.0, 2
170, 1.0, 2
171, 1.0, 2
172, 1.0, 2
173, 1.0, 2
174, 1.0, 2
175, 1.0, 2
176, 1.0, 2
177, 1.0, 2
178, 1.0, 2
179, 1.0, 2
180, 1.0, 2
181, 1.0, 2
182, 1.0, 2
183, 1.0, 2
184, 1.0, 2
185, 1.0, 2
186, 1.0, 2
187, 1.0, 2
188, 1.0, 2
189, 1.0, 2
190, 1.0, 2
191, 1.0, 2
192, 1.0, 2
193, 0.999999999952, 2
194, 0.999999972715, 2
195, 0.999994241245, 2
196, 0.999552871756, 2
197, 0.987228523067, 2
198, 0.865799028067, 2
199, 0.481228968161, 2
200, 0.262263465804, 2
201, 0.614048810939, 2
202, 0.925720485054, 2
203, 0.994738399354, 2
204, 0.999670686654, 2
205, 0.994591849676, 2
206, 0.944091165996, 2
207, 0.787322077185, 2
208, 0.702374637764, 2
209, 0.846777345464, 2
210, 0.97098105995, 2
211, 0.99797816539, 2
212, 0.999948177874, 2
213, 0.999999511359, 2
214, 0.999999998305, 2
215, 0.999999999998, 2
216, 1.0, 2
217, 1.0, 2
218, 1.0, 2
219, 1.0, 2
220, 1.0, 2
221, 1.0, 2
222, 1.0, 2
223, 1.0, 2
224, 1.0, 2
225, 1.0, 2
226, 1.0, 2
227, 1.0, 2
228, 1.0, 2
229, 1.0, 2
230, 1.0, 2
231, 1.0, 2
232, 1.0, 2
233, 1.0, 2
234, 1.0, 2
235, 1.0, 2
236, 1.0, 2
237, 1.0, 2
238, 1.0, 2
239, 1.0, 2
240, 1.0, 2
241, 0.999999999653, 2
242, 0.999999874332, 2
243, 0.999983245185, 2
244, 0.999178211115, 2
245, 0.985171869668, 2
246, 0.901572139645, 2
247, 0.759643864702, 2
248, 0.784077500783, 2
249, 0.928641435894, 2
250, 0.991324393915, 2
251, 0.999611975574, 2
252, 0.999993615545, 2
253, 0.999999961355, 2
254, 0.999999999914, 2
0, 1.0, 3
1, 1.0, 3
2, 1.0, 3
3, 1.0, 3
4, 1.0, 3
5, 1.0, 3
6, 1.0, 3
7, 0.999999999997, 3
8, 0.999999998431, 3
9, 0.999999724071, 3
10, 0.999982150331, 3
11, 0.99957521616, 3
12, 0.996281114728, 3
13, 0.98801993272, 3
14, 0.985595072805, 3
15, 0.987597945595, 3
16, 0.932727209477, 3
17, 0.74104849765, 3
18, 0.627527802829, 3
19, 0.789975185368, 3
20, 0.886558387644, 3
21, 0.866193314909, 3
22, 0.91876923748, 3
23, 0.981561329692, 3
24, 0.998459134086, 3
25, 0.999952628158, 3
26, 0.999999464226, 3
27, 0.999999997771, 3
28, 0.999999999997, 3
29, 1.0, 3
30, 1.0, 3
31, 1.0, 3
32, 1.0, 3
33, 1.0, 3
34, 1.0, 3
35, 1.0, 3
36, 1.0, 3
37, 1.0, 3
38, 1.0, 3
39, 1.0, 3
40, 1.0, 3
41, 1.0, 3
42, 1.0, 3
43, 1.0, 3
44, 0.999999999995, 3
45, 0.999999996372, 3
46, 0.999999026754, 3
47, 0.999903964692, 3
48, 0.996513861528, 3
49, 0.953445265908, 3
50, 0.771288192929, 3
51, 0.586649146901, 3
52, 0.725176029749, 3
53, 0.93278040391, 3
54, 0.993951569345, 3
55, 0.999799785729, 3
56, 0.999997561892, 3
57, 0.999999989078, 3
58, 0.999999999982, 3
59, 1.0, 3
60, 1.0, 3
61, 1.0, 3
62, 1.0, 3
63, 1.0, 3
64, 1.0, 3
65, 1.0, 3
66, 1.0, 3
67, 1.0, 3
68, 1.0, 3
69, 1.0, 3
70, 1.0, 3
71, 1.0, 3
72, 1.0, 3
73, 1.0, 3
74, 1.0, 3
75, 1.0, 3
76, 1.0, 3
77, 1.0, 3
78, 1.0, 3
79, 1.0, 3
80, 0.999999999999, 3
81, 0.999999998711, 3
82, 0.999999553918, 3
83, 0.999943205784, 3
84, 0.997339891226, 3
85, 0.95416468691, 3
86, 0.709459602157, 3
87, 0.322485850542, 3
88, 0.418786450194, 3
89, 0.816574965534, 3
90, 0.978704540945, 3
91, 0.999090461847, 3
92, 0.999985709075, 3
93, 0.999999917395, 3
94, 0.999999999824, 3
95, 1.0, 3
96, 1.0, 3
97, 1.0, 3
98, 1.0, 3
99, 1.0, 3
100, 1.0, 3
101, 1.0, 3
102, 1.0, 3
103, 1.0, 3
104, 1.0, 3
105, 1.0, 3
106, 0.999999999985, 3
107, 0.999999990271, 3
108, 0.999997636221, 3
109, 0.999788718325, 3
110, 0.99305260123, 3
111, 0.915959594161, 3
112, 0.626010359248, 3
113, 0.387739078796, 3
114, 0.631253124892, 3
115, 0.917495652545, 3
116, 0.970910411847, 3
117, 0.786436141477, 3
118, 0.258044943499, 3
119, 0.0510315180294, 3
120, 0.553489343436, 3
121, 0.922711053692, 3
122, 0.995078375646, 3
123, 0.999884706438, 3
124, 0.99999900641, 3
125, 0.99999999685, 3
126, 0.999999999996, 3
127, 1.0, 3
128, 1.0, 3
129, 1.0, 3
130, 1.0, 3
131, 1.0, 3
132, 1.0, 3
133, 1.0, 3
134, 1.0, 3
135, 1.0, 3
136, 1.0, 3
137, 1.0, 3
138, 1.0, 3
139, 1.0, 3
140, 1.0, 3
141, 1.0, 3
142, 1.0, 3
143, 1.0, 3
144, 1.0, 3
145, 1.0, 3
146, 1.0, 3
147, 1.0, 3
148, 1.0, 3
149, 1.0, 3
150, 1.0, 3
151, 1.0, 3
152, 1.0, 3
153, 1.0, 3
154, 1.0, 3
155, 1.0, 3
156, 1.0, 3
157, 1.0, 3
158, 1.0, 3
159, 1.0, 3
160, 1.0, 3
161, 1.0, 3
162, 1.0, 3
163, 1.0, 3
164, 1.0, 3
165, 1.0, 3
166, 1.0, 3
167, 1.0, 3
168, 1.0, 3
169, 1.0, 3
170, 0.999999999981, 3
171, 0.999999988811, 3
172, 0.999997541491, 3
173, 0.999801269137, 3
174, 0.994090314718, 3
175, 0.935349943871, 3
176, 0.73981696382, 3
177, 0.614792648793, 3
178, 0.790195076177, 3
179, 0.957961576963, 3
180, 0.996859508941, 3
181, 0.998359354398, 3
182, 0.978750338131, 3
183, 0.893301830749, 3
184, 0.802901111588, 3
185, 0.866057959296, 3
186, 0.966514625071, 3
187, 0.996920367184, 3
188, 0.999895804676, 3
189, 0.99999870311, 3
190, 0.999999994062, 3
191, 0.99999999999, 3
192, 1.0, 3
193, 1.0, 3
194, 1.0, 3
195, 1.0, 3
196, 1.0, 3
197, 1.0, 3
198, 0.999999999977, 3
199, 0.999999988415, 3
200, 0.999997811846, 3
201, 0.999847962911, 3
202, 0.996113785363, 3
203, 0.96345655053, 3
204, 0.873585231379, 3
205, 0.839123871374, 3
206, 0.924683363427, 3
207, 0.987028334344, 3
208, 0.999178124389, 3
209, 0.999980843244, 3
210, 0.999999835736, 3
211, 0.999999999482, 3
212, 0.999999999999, 3
213, 1.0, 3
214, 1.0, 3
215, 1.0, 3
216, 1.0, 3
217, 1.0, 3
218, 1.0, 3
219, 1.0, 3
220, 1.0, 3
221, 0.999999999897, 3
222, 0.999999954947, 3
223, 0.999992761513, 3
224, 0.999572165069, 3
225, 0.990697275001, 3
226, 0.925586857868, 3
227, 0.78102495627, 3
228, 0.762947184219, 3
229, 0.905593666066, 3
230, 0.986168710681, 3
231, 0.999254530779, 3
232, 0.999985219052, 3
233, 0.999999892185, 3
234, 0.999999999711, 3
235, 1.0, 3
236, 1.0, 3
237, 1.0, 3
238, 1.0, 3
239, 1.0, 3
240, 1.0, 3
241, 1.0, 3
242, 0.999999999922, 3
243, 0.999999957965, 3
244, 0.999991658864, 3
245, 0.999391097677, 3
246, 0.983647822947, 3
247, 0.838449224005, 3
248, 0.412851393884, 3
249, 0.214958640264, 3
250, 0.613861984724, 3
251, 0.930128816416, 3
252, 0.995348862719, 3
253, 0.999886099473, 3
254, 0.999998973881, 3
0, 1.0, 4
1, 1.0, 4
2, 1.0, 4
3, 1.0, 4
4, 1.0, 4
5, 1.0, 4
6, 1.0, 4
7, 1.0, 4
8, 1.0, 4
9, 1.0, 4
10, 1.0, 4
11, 1.0, 4
12, 1.0, 4
13, 1.0, 4
14, 1.0, 4
15, 1.0, 4
16, 1.0, 4
17, 1.0, 4
18, 0.999999999857, 4
19, 0.999999931554, 4
20, 0.999987932224, 4
21, 0.999215343264, 4
22, 0.981120493205, 4
23, 0.831357989448, 4
24, 0.447885041732, 4
25, 0.312038042773, 4
26, 0.588104853508, 4
27, 0.875742649971, 4
28, 0.906996110734, 4
29, 0.635483169562, 4
30, 0.389369643705, 4
31, 0.623235090852, 4
32, 0.914479222807, 4
33, 0.992858681254, 4
34, 0.999780623191, 4
35, 0.999997520817, 4
36, 0.999999989693, 4
37, 0.999999999984, 4
38, 1.0, 4
39, 1.0, 4
40, 1.0, 4
41, 1.0, 4
42, 1.0, 4
43, 1.0, 4
44, 1.0, 4
45, 1.0, 4
46, 1.0, 4
47, 1.0, 4
48, 1.0, 4
49, 1.0, 4
50, 1.0, 4
51, 1.0, 4
52, 1.0, 4
53, 1.0, 4
54, 1.0, 4
55, 1.0, 4
56, 0.999999999942, 4
57, 0.999999977922, 4
58, 0.999996895421, 4
59, 0.999839398952, 4
60, 0.996943675365, 4
61, 0.978602841314, 4
62, 0.944891543011, 4
63, 0.947786126473, 4
64, 0.981800515251, 4
65, 0.99766633888, 4
66, 0.999889916556, 4
67, 0.999998089655, 4
68, 0.999999987804, 4
69, 0.999999999971, 4
70, 1.0, 4
71, 1.0, 4
72, 1.0, 4
73, 1.0, 4
74, 1.0, 4
75, 1.0, 4
76, 1.0, 4
77, 1.0, 4
78, 1.0, 4
79, 1.0, 4
80, 0.999999999996, 4
81, 0.999999997073, 4
82, 0.999999248028, 4
83, 0.999928927277, 4
84, 0.997528788444, 4
85, 0.968390151636, 4
86, 0.85125567098, 4
87, 0.742507882033, 4
88, 0.836019207817, 4
89, 0.961582638091, 4
90, 0.996688935692, 4
91, 0.999895018394, 4
92, 0.999998775484, 4
93, 0.999999994746, 4
94, 0.999999999992, 4
95, 1.0, 4
96, 1.0, 4
97, 1.0, 4
98, 1.0, 4
99, 1.0, 4
100, 1.0, 4
101, 1.0, 4
102, 1.0, 4
103, 1.0, 4
104, 1.0, 4
105, 1.0, 4
106, 0.999999999997, 4
107, 0.999999997343, 4
108, 0.999999141385, 4
109, 0.999897920424, 4
110, 0.995534173293, 4
111, 0.928017183945, 4
112, 0.571256598672, 4
113, 0.0680108651324, 4
114, 0.148614981688, 4
115, 0.173656891911, 4
116, 0.465299081871, 4
117, 0.869600241613, 4
118, 0.988185247077, 4
119, 0.99960454256, 4
120, 0.999995126589, 4
121, 0.999999977903, 4
122, 0.999999999963, 4
123, 1.0, 4
124, 1.0, 4
125, 1.0, 4
126, 1.0, 4
127, 1.0, 4
128, 1.0, 4
129, 1.0, 4
130, 1.0, 4
131, 1.0, 4
132, 1.0, 4
133, 1.0, 4
134, 1.0, 4
135, 1.0, 4
136, 1.0, 4
137, 1.0, 4
138, 1.0, 4
139, 1.0, 4
140, 1.0, 4
141, 1.0, 4
142, 1.0, 4
143, 1.0, 4
144, 1.0, 4
145, 1.0, 4
146, 1.0, 4
147, 1.0, 4
148, 1.0, 4
149, 1.0, 4
150, 1.0, 4
151, 1.0, 4
152, 1.0, 4
153, 1.0, 4
154, 1.0, 4
155, 1.0, 4
156, 1.0, 4
157, 1.0, 4
158, 1.0, 4
159, 1.0, 4
160, 1.0, 4
161, 1.0, 4
162, 1.0, 4
163, 1.0, 4
164, 1.0, 4
165, 1.0, 4
166, 1.0, 4
167, 1.0, 4
168, 1.0, 4
169, 1.0, 4
170, 1.0, 4
171, 1.0, 4
172, 1.0, 4
173, 1.0, 4
174, 1.0, 4
175, 1.0, 4
176, 1.0, 4
177, 0.999999999996, 4
178, 0.999999996752, 4
179, 0.999999018578, 4
180, 0.999890906276, 4
181, 0.995538824173, 4
182, 0.932887342902, 4
183, 0.628580205842, 4
184, 0.243809574113, 4
185, 0.433626634237, 4
186, 0.843944173635, 4
187, 0.984181595696, 4
188, 0.999410137383, 4
189, 0.99999190821, 4
190, 0.999999959164, 4
191, 0.999999999924, 4
192, 1.0, 4
193, 1.0, 4
194, 0.999999999999, 4
195, 0.999999998786, 4
196, 0.999999561862, 4
197, 0.999941837736, 4
198, 0.997159615679, 4
199, 0.948970838592, 4
200, 0.66273965949, 4
201, 0.179992857873, 4
202, 0.266541553943, 4
203, 0.758654663674, 4
204, 0.970784869792, 4
205, 0.998698985133, 4
206, 0.999978686135, 4
207, 0.999999871546, 4
208, 0.999999999715, 4
209, 1.0, 4
210, 1.0, 4
211, 1.0, 4
212, 1.0, 4
213, 1.0, 4
214, 1.0, 4
215, 1.0, 4
216, 1.0, 4
217, 1.0, 4
218, 1.0, 4
219, 1.0, 4
220, 1.0, 4
221, 1.0, 4
222, 1.0, 4
223, 0.999999999918, 4
224, 0.999999966753, 4
225, 0.999995058245, 4
226, 0.999729781294, 4
227, 0.99456430478, 4
228, 0.95977460627, 4
229, 0.890490693745, 4
230, 0.890325094269, 4
231, 0.959591844203, 4
232, 0.994523081124, 4
233, 0.99972690792, 4
234, 0.99999499058, 4
235, 0.999999966196, 4
236, 0.999999999916, 4
237, 1.0, 4
238, 1.0, 4
239, 1.0, 4
240, 0.999999999992, 4
241, 0.999999995235, 4
242, 0.999999004116, 4
243, 0.999923433233, 4
244, 0.997834404568, 4
245, 0.977466956089, 4
246, 0.913748249573, 4
247, 0.878543296328, 4
248, 0.937081178286, 4
249, 0.988009281986, 4
250, 0.999159349808, 4
251, 0.999978318418, 4
252, 0.999999794282, 4
253, 0.999999999282, 4
254, 0.999999999999, 4
0, 0.925620314906, 5
1, 0.847393230546, 5
2, 0.884814243107, 5
3, 0.968016257512, 5
4, 0.996732878407, 5
5, 0.999877225879, 5
6, 0.999998302718, 5
7, 0.999999991368, 5
8, 0.999999999984, 5
9, 1.0, 5
10, 0.999999999996, 5
11, 0.999999997317, 5
12, 0.999999351968, 5
13, 0.999942426038, 5
14, 0.998118253433, 5
15, 0.977374318538, 5
16, 0.899919901797, 5
17, 0.837145675607, 5
18, 0.902510827141, 5
19, 0.978530645147, 5
20, 0.998260649442, 5
21, 0.999948160505, 5
22, 0.999999431619, 5
23, 0.999999997707, 5
24, 0.999999999997, 5
25, 1.0, 5
26, 1.0, 5
27, 1.0, 5
28, 1.0, 5
29, 1.0, 5
30, 1.0, 5
31, 1.0, 5
32, 1.0, 5
33, 1.0, 5
34, 1.0, 5
35, 1.0, 5
36, 1.0, 5
37, 1.0, 5
38, 1.0, 5
39, 1.0, 5
40, 1.0, 5
41, 1.0, 5
42, 0.999999999994, 5
43, 0.999999996011, 5
44, 0.999999020701, 5
45, 0.999911562704, 5
46, 0.997061937221, 5
47, 0.96409191817, 5
